agcy_name,org_name,org_name_level,id_number,location,title,name_of_incumbent,type_of_appt,type_of_appt_full,pay_plan,pay_plan_full,level_grade_or_pay,tenure,expires
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0102,"Ridgefield, CT",Council Member (General Public),John H Frey,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0103,"Fairfax, VA",Council Member (General Public),Jordan E Tannenbaum,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0104,"Evanston, IL",Council Member (General Public),Bradford J White,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0105,"Fairfax Station, VA",Council Member (Expert),Robert G Stanton,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0106,"Charleston, SC",Council Member (Expert),Kristopher B King,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0107,"Pierre, SD",Council Member (Expert),Jay D Vogt,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0108,"Santa Rosa, CA",Council Member (Indian Tribe Member),Reno Keoni Franklin,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0109,"Washington, DC",Council Member (Governor),Vacant,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0110,"Meridian, ID",Council Member (Mayor),Robert Simison,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
AFRICAN DEVELOPMENT FOUNDATION,,,0111,"Greenwich, CT","Board of Directors, Private Member, Chair",John W Leslie,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
AFRICAN DEVELOPMENT FOUNDATION,,,0112,"Jacksonville, FL","Board of Directors, Private Member, Vice Chair",John Agwumobi,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
AFRICAN DEVELOPMENT FOUNDATION,,,0113,"Minneapolis, MN","Board of Directors, Private Member",Edward W Brehm,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
AFRICAN DEVELOPMENT FOUNDATION,,,0114,"Los Angeles, CA","Board of Directors, Private Member",Morgan M Davis,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
AFRICAN DEVELOPMENT FOUNDATION,,,0115,"Jacksonville, FL","Board of Directors, Private Member",Iqbal Paroo,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
AMERICAN BATTLE MONUMENTS COMMISSION,,,0116,"Arlington, VA",The Secretary,William Mcdowell Matz Jr.,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,0 Years,
APPALACHIAN REGIONAL COMMISSION,,,0117,"Washington, DC",Federal Co-Chairman,Tim Thomas,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
APPALACHIAN REGIONAL COMMISSION,,,0118,"Washington, DC",Alternate Federal Co-Chairman,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,V,,
APPALACHIAN REGIONAL COMMISSION,,,0119,"Washington, DC",Speechwriter,Benjamin Jarrett,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
APPALACHIAN REGIONAL COMMISSION,,,0120,"Washington, DC",Senior Policy Advisor,Andrew Howard,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
ARCTIC RESEARCH COMMISSION,,,0121,"Washington, DC",Chairman,Frances Ulmer,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0122,"Washington, DC",Member,Jon Ross Peters Harrison,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0123,"Washington, DC",Member,Marie N. Kasannaaluk Greene,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0124,"Washington, DC",Member,Larry Mayer,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0125,"Washington, DC",Member,James J. Mccarthy,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0126,"Washington, DC",Member,Mary C. Pete,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0127,"Washington, DC",Member,Michael A. Newton,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0128,"Washington, DC",Ex Officio Commission Member (Non-Voting),Sethuraman Panchanathan,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
ARCTIC RESEARCH COMMISSION,,,0129,"Washington, DC",Executive Director,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
ARMED FORCES RETIREMENT HOME,,,0130,"Washington, DC",Chief Operating Officer,James M. Branham,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
ARMED FORCES RETIREMENT HOME,,,0131,"Washington, DC",Deputy Chief Operating Officer,John Spencer Riscassi,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,,,0132,"Alexandria, VA",Executive Secretary,John F Mateja,NA,Noncareer Appointment,ES,Senior Executive Service,,,
BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,,,0133,"Alexandria, VA",Member,Peggy Goldwater-Clay,PAS,Presidential Appointment with Senate Confirmation,WC,Without Compensation*,,6 Years,
CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,1,0134,"Washington, DC","Director, Central Intelligence Agency",Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,II,,
CENTRAL INTELLIGENCE AGENCY,,,0135,"Washington, DC","Deputy Director, Central Intelligence Agency",Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
CENTRAL INTELLIGENCE AGENCY,,,0136,"Washington, DC",Statutory Inspector General,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0137,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0138,"Washington, DC",Board Chairperson,Katherine Andrea Lemos,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0139,"Washington, DC",Board Member,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0140,"Washington, DC",Board Member,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0141,"Washington, DC",Board Member,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0142,"Washington, DC",General Counsel,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0143,"Washington, DC",Chief Operating Officer,Vacant,,none included,ES,Senior Executive Service,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0144,"Washington, DC","Executive Director, Office of Investigations and Recommendations",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,0145,"Washington, DC",Special Assistant  - Deepwater Horizon,Vacant,,none included,ES,Senior Executive Service,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0146,"Newton, MA",Chairman,Maria Lombardo-Trifiletti,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,6 Years,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0147,"Canton, MS",Vice Chairman,James H Herring Esq.,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0148,"New Orleans, LA","Member, Board of Trustees",Cynthia Butler-Mcintyre,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0149,"Las Vegas, NV","Member, Board of Trustees",Warren G Hioki,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0150,"Phoenix, AZ","Member, Board of Trustees",Kimberly A Owens,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0151,"Williamsburg, VA","Member, Board of Trustees",Ronald B Rapoport,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0152,"Seattle, WA","Member, Board of Trustees",Sima Sarrafan Esq.,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0153,"Washington, DC","Member, Board of Trustees",Peter C Schaumber,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0154,"Woodstock, MD","Member, Board of Trustees",Anthony C Wisniewski Esq.,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0155,"Auburn, NY","Member, Board of Trustees",Vacant,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0156,"Auburn, NY","Member, Board of Trustees",Vacant,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0157,"Auburn, NY","Member, Board of Trustees",Vacant,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,,,0158,"Auburn, NY","Member, Board of Trustees",Vacant,PA,Presidential Appointment (without Senate Confirmation),AD,Administratively Determined Rates,,,
COMMISSION OF FINE ARTS,,,0159,"Washington, DC",Chairman,Earl A. Powell,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0160,"Washington, DC",Vice Chairman,Elizabeth K. Meyer,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0161,"Washington, DC",Member,Alex M. Krieger,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0162,"Washington, DC",Member,Toni L. Griffin,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0163,"Washington, DC",Member,Justin B. Shubow,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0164,"Washington, DC",Member,James C. Mccrery,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,,,0165,"Washington, DC",Member,Duncan G. Stroik,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
COMMISSION OF FINE ARTS,OFFICE OF THE SECRETARY,1,0166,"Washington, DC",Secretary of the Commission,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0167,"Washington, DC",Special Assistant to the Commissioner,Carissa Beth Mulder,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,1,0168,"Takoma Park, MD",Chairman,Catherine Lhamon,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0169,"Concord, MA",Vice Chairman,Vacant,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0170,"Los Angeles, CA",Vice-Chair,Vacant,XS,Appointment Excepted by Statute,EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0171,"Washington, DC",Vice Chairman,Vacant,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0172,"Fayetteville, NC",Commissioner (Vice Chair),Vacant,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0173,"San Francisco, CA",Commissioner,Michael Yaki,XS,Appointment Excepted by Statute,EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0174,"Las Vegas, NV",Commissioner,David Kladney,XS,Appointment Excepted by Statute,EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0175,"San Diego, CA",Commissioner,Gail Heriot,XS,Appointment Excepted by Statute,EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0176,"Cleveland, OH",Commissioner,Peter N Kirsanow,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0177,"New York New York, NY",Commissioner,Debo P Adegbile,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0178,"Washington, DC",Commissioner,Stephen L Gilchrist,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,IV,,
COMMISSION ON CIVIL RIGHTS,,,0179,"North Tonawanda, NY",Special Assistant to the Commissioner,Rukku Singla,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
COMMISSION ON CIVIL RIGHTS,,,0180,"Washington, DC",Special Assistant to the Commissioner,Amelia Royce,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
COMMISSION ON CIVIL RIGHTS,,,0181,"Herndon, VA",Special Assistant to the Commissioner,Alec Haniford Deull,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
COMMISSION ON CIVIL RIGHTS,,,0182,"Washington, DC",Special Assistant,Irena Vidulovic,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
COMMISSION ON CIVIL RIGHTS,STAFF MEMBERS,1,0183,"Washington, DC",Associate Deputy Staff Director,Vacant,,none included,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0184,"Washington, DC",Assistant Staff Director for Civil Rights Evaluation,Vacant,,none included,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0185,"Washington, DC",Acting Staff Director,Vacant,,none included,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0186,"Washington, DC",General Counsel,Vacant,,none included,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0187,"Washington, DC",Assistant Staff Director for Congressional Affairs,Vacant,,none included,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0188,"Washington, DC",Staff Director,Mauro Albert Morales,NA,Noncareer Appointment,ES,Senior Executive Service,,,
COMMISSION ON CIVIL RIGHTS,,,0189,"Washington, DC",Principal Advisor to the Commission,Vacant,,none included,ES,Senior Executive Service,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,,,0190,"Winter Haven, FL",Member,Robert T Kelly Jr.,PA,Presidential Appointment (without Senate Confirmation),PD,Daily Pay Rate* (per diem),,5 Years,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,,,0191,"Arlington, VA",Member,James M Kesteloot,PA,Presidential Appointment (without Senate Confirmation),PD,Daily Pay Rate* (per diem),,5 Years,
COMMODITY FUTURES TRADING COMMISSION,,,0192,"Washington, DC",Legislative & Policy Analyst,Darryl  Blakey,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$115,000.00",,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,3,0193,"Washington, DC",Chairperson,Heath Price Tarbert,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,5 Years,
COMMODITY FUTURES TRADING COMMISSION,,,0194,"Washington, DC",Commissioner,Dan M Berkovitz,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,5 Years,
COMMODITY FUTURES TRADING COMMISSION,,,0195,"Washington, DC",Commissioner,Rostin Behnam,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,5 Years,
COMMODITY FUTURES TRADING COMMISSION,,,0196,"Washington, DC",Commissioner,Brian Quintenz,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,5 Years,
COMMODITY FUTURES TRADING COMMISSION,,,0197,"Washington, DC",Commissioner,Dawn Deberry Stump,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
COMMODITY FUTURES TRADING COMMISSION,,,0198,"Washington, DC",Director of Legislative and Intergovernmental Affairs,Summer Mersinger,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$200,000.00",,
COMMODITY FUTURES TRADING COMMISSION,,,0199,"New York, NY",Senior Advisor,Thomas Benison,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$220,816.00",,
COMMODITY FUTURES TRADING COMMISSION,,,0200,"Washington, DC",Executive Assistant,Melissa Benedict,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$105,248.00",,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHIEF ECONOMIST,3,0201,"Washington, DC",Chief Economist,Bruce Tuckman,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$234,383.00",,
COMMODITY FUTURES TRADING COMMISSION,DIVISION OF CLEARING AND RISK,1,0202,"Washington, DC",Director,Clark Hutchison,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$230,013.00",,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF PUBLIC AFFAIRS,1,0203,"Washington, DC",Director,Michael Short,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$198,802.00",,
COMMODITY FUTURES TRADING COMMISSION,,,0204,"Washington, DC",Deputy Director,Rachel  Millard,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$180,000.00",,
COMMODITY FUTURES TRADING COMMISSION,,,0205,"Washington, DC",Public Affairs & Digital Engagement Strategist,Mollie Wilken,SC,Schedule C Excepted Appointment,OT,Other Pay Plan* (all those not listed separately),"$147,896.00",,
